player_name,country,minutes,goals,assists,shots,key_passes,progressive_passes,progressive_carries,successful_dribbles,tackles,interceptions,aerial_duels_won,pass_completion_pct,turnovers,club_level_score,recent_form_score,expected_minutes_score,non_penalty_goals,shots_in_box,touches_in_box,through_balls,crosses_into_box,shot_creating_actions_proxy,passes_into_final_third,carries_into_final_third,recoveries,pressures,long_passes,saves,clean_sheets,aerial_threat,xg_proxy,xa_proxy,yellow_cards,red_cards,recent_appearances,height_in_cm,market_value_score,tactical_fit_score,final_squad_selection_score,injury_availability_score,injury_severity_score,injury_status,recent_injury_count,is_injured,injury_source_url,caps,international_goals,data_source,data_refresh_date
Omar Rekik,Tunisia,0,0,0,0,0,1,1,0,1,1,1,79.3,0,59.1,23.4,33.5,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,186.0,27.6,42.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,4,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Adem Arous,Tunisia,1672,1,1,9,6,9,7,3,14,11,10,76.1,10,50.8,49.9,36.1,1,5,12,1,1,8,6,4,28,33,17,0,3,11,1.03,0.85,2.0,0.0,21,188.0,9.5,40.8,100,100.0,0.0,Available,,False,,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dylan Bronn,Tunisia,423,0,0,1,1,10,3,1,5,4,2,79.5,2,50.3,34.3,76.7,0,1,2,0,0,1,6,2,10,8,5,0,1,2,0.05,0.02,3.0,0.0,6,185.0,35.9,68.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,52,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Elias Achouri,Tunisia,2298,7,4,50,26,69,39,15,12,11,5,76.7,16,55.1,73.3,74.9,7,34,80,6,19,34,45,21,22,45,6,0,0,9,7.16,3.45,5.0,0.0,35,177.0,49.7,68.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,29,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Elias Saad,Tunisia,105,0,1,1,4,3,2,1,0,0,0,76.6,1,77.5,48.2,51.8,0,1,2,1,1,6,2,1,1,2,0,0,0,0,0.05,0.8,1.0,0.0,2,185.0,52.4,56.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,14,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hazem Mastouri,Tunisia,1539,4,3,32,19,27,21,8,6,5,6,71.5,14,41.0,57.7,64.1,4,22,52,4,2,25,18,12,12,30,1,0,0,9,4.22,2.58,8.0,0.0,28,191.0,9.5,58.2,100,100.0,0.0,Available,,False,,18,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hannibal Mejbri,Tunisia,0,0,0,1,0,2,1,0,1,1,0,75.1,1,41.0,19.8,63.2,0,1,2,0,0,0,1,1,2,2,0,0,0,0,0.05,0.0,,,0,,9.5,55.7,100,100.0,0.0,Available,,False,,44,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ismaël Gharbi,Tunisia,497,1,1,9,6,15,9,3,2,2,1,78.4,3,80.9,55.9,55.8,1,6,15,1,4,8,10,5,4,10,2,0,0,2,1.08,0.85,0.0,0.0,14,173.0,62.2,60.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,15,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mortadha Ben Ouanes,Tunisia,2279,2,6,33,32,54,36,14,10,9,6,75.1,17,60.5,67.9,66.3,2,23,54,8,21,44,35,20,19,44,4,0,0,9,2.71,5.0,6.0,0.0,28,182.0,37.4,60.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,17,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Rani Khedira,Tunisia,3135,5,2,34,15,48,30,11,25,21,19,79.9,17,73.5,74.5,52.3,5,19,45,3,1,19,31,16,52,68,36,0,0,21,4.85,1.78,7.0,0.0,35,189.0,41.0,60.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Khalil Ayari,Tunisia,0,0,0,1,0,1,1,0,1,0,0,75.1,1,41.0,19.8,28.3,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,,9.5,36.5,100,100.0,0.0,Available,,False,,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hadj Mahmoud,Tunisia,0,0,0,1,0,1,1,0,1,0,0,75.1,1,41.0,19.8,37.8,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,,9.5,41.7,100,100.0,0.0,Available,,False,,7,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Aymen Dahmen,Tunisia,0,0,0,0,0,1,0,0,1,1,0,73.1,0,41.0,19.8,58.9,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0.0,0.0,,,0,188.0,9.5,55.3,100,100.0,0.0,Available,,False,,37,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ellyes Skhiri,Tunisia,2244,1,0,16,6,76,26,10,27,24,12,82.4,10,80.1,61.4,89.3,1,9,21,1,0,6,49,14,53,49,28,0,0,13,1.23,0.15,1.0,0.0,38,185.0,59.8,84.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,81,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Rayan Elloumi,Tunisia,0,0,0,1,1,1,1,0,0,0,0,71.1,1,47.5,19.8,28.3,0,1,2,0,0,1,1,1,0,2,0,0,0,0,0.05,0.02,,,0,180.0,9.5,38.5,100,100.0,0.0,Available,,False,,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Firas Chaouat,Tunisia,0,0,0,1,1,2,1,0,0,0,0,71.1,1,41.0,19.8,54.7,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,,9.5,53.0,100,100.0,0.0,Available,,False,,28,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yan Valery,Tunisia,0,0,0,0,0,2,1,0,1,1,0,76.9,0,52.0,26.1,52.6,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,185.0,41.0,56.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,21,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Amine Ben Hamida,Tunisia,0,0,0,0,0,1,1,0,1,1,0,72.6,1,55.0,22.2,42.0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,175.0,21.6,46.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,12,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sabri Ben Hessen,Tunisia,0,0,0,0,0,0,0,0,1,1,0,73.1,0,41.0,19.8,28.3,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0.0,0.0,,,0,189.0,9.5,38.5,100,100.0,0.0,Available,,False,,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Moutaz Neffati,Tunisia,0,0,0,0,0,1,1,0,1,1,0,73.7,1,48.4,24.0,35.7,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0.0,0.0,,,0,182.0,30.7,44.8,100,100.0,0.0,Available,,False,,5,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Raed Chikhaoui,Tunisia,0,0,0,1,0,1,1,0,0,0,0,74.0,1,66.9,24.5,18.7,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,175.0,33.2,41.9,100,100.0,0.0,Available,,False,,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Anis Ben Slimane,Tunisia,0,0,0,1,0,2,1,0,1,1,0,79.3,1,77.1,26.6,61.0,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,188.0,43.9,61.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,39,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sebastian Tounekti,Tunisia,2493,4,2,43,21,45,35,14,9,8,3,73.2,21,45.6,65.0,59.3,4,30,70,4,19,25,29,19,18,48,3,0,0,7,4.62,1.92,5.0,0.0,41,170.0,22.7,54.2,100,100.0,0.0,Available,,False,,10,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Thibaut Courtois,Belgium,4275,0,2,5,9,163,42,14,48,42,30,81.8,9,90.8,77.9,93.3,0,2,5,2,1,13,106,23,91,60,59,114,9,30,0.1,1.62,1.0,0.0,48,200.0,85.0,89.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,107,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Zeno Debast,Belgium,1377,0,2,4,8,45,16,6,15,12,9,86.0,3,81.0,63.1,54.9,0,2,5,2,1,12,29,9,29,27,19,0,3,9,0.1,1.6,3.0,0.0,22,191.0,86.5,64.5,100,100.0,0.0,Available,,False,,26,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Arthur Theate,Belgium,2984,1,1,13,8,97,34,12,33,28,17,85.3,8,87.7,73.2,74.5,1,7,16,2,1,10,63,19,65,58,40,0,6,18,1.13,0.9,8.0,0.0,33,185.0,81.6,74.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,32,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Brandon Mechele,Belgium,3883,6,3,32,15,67,30,11,35,29,25,80.8,17,62.0,80.3,59.4,6,16,38,4,2,21,44,16,71,76,46,0,8,27,5.48,2.47,4.0,0.0,44,190.0,47.0,59.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,7,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Maxim De Cuyper,Belgium,1481,2,3,15,13,45,20,7,13,11,7,81.0,5,89.9,68.2,51.1,2,8,19,3,13,19,29,11,26,30,6,0,3,8,1.96,2.42,2.0,0.0,31,182.0,80.5,63.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,17,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Axel Witsel,Belgium,2533,1,2,17,13,74,23,9,32,27,14,79.4,14,73.8,62.8,91.3,1,10,23,3,1,17,48,13,61,55,29,0,0,15,1.28,1.72,0.0,0.0,32,186.0,36.3,78.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,136,12,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kevin De Bruyne,Belgium,1360,5,4,31,19,57,24,9,10,9,4,79.9,7,83.7,71.5,80.2,5,21,51,5,3,27,37,13,19,25,5,0,0,7,4.95,3.28,1.0,0.0,21,181.0,73.9,79.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,117,36,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Youri Tielemans,Belgium,2586,2,7,26,31,110,42,15,25,22,9,86.0,10,92.9,81.1,83.3,2,16,37,8,5,45,72,23,48,50,12,0,0,11,2.36,5.68,2.0,0.0,35,177.0,89.0,88.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,83,12,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Romelu Lukaku,Belgium,64,1,0,4,1,4,2,1,1,1,0,78.9,1,83.7,53.8,76.7,1,3,15,0,0,1,3,1,1,2,0,0,0,0,0.93,0.02,1.0,0.0,7,191.0,73.9,80.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,124,89,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Leandro Trossard,Belgium,2839,8,10,60,47,114,56,21,18,16,4,80.4,16,89.2,86.3,78.7,8,41,96,12,28,67,74,31,32,55,11,0,0,9,8.29,8.18,3.0,0.0,49,172.0,78.5,76.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,50,11,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jérémy Doku,Belgium,3082,8,14,63,61,134,66,25,18,16,5,82.7,15,95.4,92.5,78.4,8,43,101,16,32,89,87,36,33,60,15,0,0,10,8.39,11.32,0.0,0.0,48,173.0,96.1,79.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,41,7,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Senne Lammens,Belgium,3330,0,0,4,2,76,32,11,23,19,20,81.6,7,90.8,59.6,50.2,0,2,5,0,0,2,49,18,46,47,45,89,7,20,0.1,0.05,0.0,0.0,37,193.0,83.0,65.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mike Penders,Belgium,3101,0,0,4,2,29,14,5,20,16,22,75.2,14,66.9,48.4,43.7,0,2,5,0,0,2,19,8,42,43,34,83,6,22,0.1,0.05,4.0,0.0,35,200.0,33.2,51.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dodi Lukébakio,Belgium,1276,2,5,22,23,47,25,9,7,6,4,80.4,7,78.2,69.8,60.7,2,15,36,6,13,33,31,14,12,25,5,0,0,6,2.31,4.08,3.0,0.0,24,187.0,78.5,66.1,100,32.6,67.4,Active: Quarantine; ankle sprain,0.0,True,https://github.com/salimt/football-datasets,29,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Thomas Meunier,Belgium,2391,2,3,20,16,69,23,8,27,23,14,75.7,13,68.9,65.2,79.7,2,11,26,4,19,22,45,13,52,48,5,0,5,15,2.11,2.5,3.0,0.0,33,191.0,39.1,70.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,78,10,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Koni De Winter,Belgium,2047,1,1,10,6,48,21,7,18,15,13,83.9,7,82.7,64.7,49.1,1,5,12,1,1,8,31,12,38,40,27,0,4,14,1.03,0.85,2.0,0.0,29,191.0,71.1,58.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,7,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Charles De Ketelaere,Belgium,3039,5,7,49,37,117,59,22,17,15,13,81.7,15,88.7,86.9,69.7,5,32,75,9,5,51,76,32,32,57,13,0,0,17,5.5,5.82,4.0,0.0,42,192.0,88.1,77.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,28,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Joaquin Seys,Belgium,3209,4,6,31,27,41,27,10,24,20,13,74.2,19,55.2,74.2,53.7,4,17,40,7,27,39,27,15,49,65,4,0,6,15,3.97,4.87,5.0,0.0,43,178.0,27.6,54.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,4,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Diego Moreira,Belgium,2133,4,8,38,37,60,42,16,6,5,5,80.2,12,82.1,77.9,42.2,4,26,61,9,21,53,39,23,12,41,8,0,0,8,4.42,6.52,5.0,0.0,28,179.0,76.6,55.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hans Vanaken,Belgium,3915,9,5,71,36,126,65,24,23,20,19,78.1,24,66.4,86.3,78.5,9,47,110,8,4,46,82,36,43,73,12,0,0,25,9.37,4.4,4.0,0.0,44,195.0,59.8,76.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,32,7,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Timothy Castagne,Belgium,2362,0,1,13,10,82,29,11,26,22,12,79.5,10,85.7,62.3,77.5,0,7,16,2,18,12,53,16,50,48,8,0,5,13,0.35,0.95,6.0,0.0,36,185.0,68.5,75.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,62,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alexis Saelemaekers,Belgium,3077,3,5,46,33,104,58,22,15,13,8,79.5,18,82.7,80.6,63.6,3,32,74,8,26,43,68,32,28,60,11,0,0,12,3.94,4.32,5.0,0.0,39,180.0,71.1,66.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,23,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nicolas Raskin,Belgium,3862,5,9,38,39,92,45,17,35,29,17,82.5,17,59.0,86.0,62.5,5,21,49,10,6,57,60,25,70,84,48,0,0,20,4.95,7.28,10.0,0.0,46,178.0,61.0,67.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,11,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amadou Onana,Belgium,2637,2,0,21,7,94,39,14,27,23,18,86.5,8,94.0,73.7,64.5,2,12,28,1,0,7,61,21,54,57,37,0,0,19,2.16,0.18,4.0,0.0,38,195.0,92.1,74.9,100,54.0,46.0,Active: Groin problems; Adductor pain,0.0,True,https://github.com/salimt/football-datasets,27,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nathan Ngoy,Belgium,3014,2,2,16,11,47,24,9,25,21,16,81.2,13,72.6,70.9,48.3,2,8,19,3,1,15,31,13,52,59,36,0,6,17,1.96,1.67,12.0,0.0,37,183.0,49.7,53.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Matias Fernandez-Pardo,Belgium,3011,8,7,64,40,61,52,20,6,5,10,76.3,22,71.7,80.3,43.0,8,45,105,10,5,54,40,29,13,59,7,0,0,15,8.49,5.9,6.0,0.0,40,188.0,47.0,56.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed El Shenawy,Egypt,0,0,0,0,0,2,0,0,1,1,1,73.1,0,41.0,19.8,67.4,0,0,0,0,0,0,1,0,2,1,1,2,0,1,0.0,0.0,,,0,191.0,9.5,58.0,100,100.0,0.0,Available,,False,,76,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yasser Ibrahim,Egypt,0,0,0,0,0,1,0,0,1,1,1,75.1,1,41.0,19.8,42.0,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,185.0,9.5,42.0,100,100.0,0.0,Available,,False,,16,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Hany,Egypt,0,0,0,0,0,2,1,0,1,1,0,71.1,1,41.0,19.8,56.8,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,180.0,9.5,54.1,100,100.0,0.0,Available,,False,,41,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hossam Abdelmaguid,Egypt,0,0,0,0,0,1,0,0,1,1,1,75.1,1,41.0,19.8,37.8,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,194.0,9.5,39.7,100,100.0,0.0,Available,,False,,13,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ramy Rabia,Egypt,0,0,0,0,0,2,1,0,1,1,0,78.9,0,46.3,22.8,58.9,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,183.0,24.5,54.3,100,100.0,0.0,Available,,False,,44,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Abdelmonem,Egypt,0,0,0,0,0,2,1,0,1,1,0,81.6,0,71.7,27.3,52.6,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,183.0,47.0,55.3,100,0.0,100.0,Active: Nose surgery; Nose injury,0.0,True,https://github.com/salimt/football-datasets,35,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Trézéguet,Egypt,324,0,0,4,2,12,6,2,2,2,1,77.4,2,56.8,37.6,78.3,0,3,7,0,2,2,8,3,4,6,1,0,0,1,0.15,0.05,1.0,0.0,6,180.0,54.6,71.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,95,23,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Emam Ashour,Egypt,0,0,0,1,0,2,1,0,1,1,0,78.9,1,52.0,26.1,48.4,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,182.0,41.0,51.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,28,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hamza Abdelkarim,Egypt,0,0,0,1,1,1,1,0,0,0,0,71.1,1,41.0,19.8,24.0,0,1,2,0,0,1,1,1,0,2,0,0,0,0,0.05,0.02,,,0,,9.5,36.1,100,100.0,0.0,Available,,False,,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Salah,Egypt,3720,16,11,98,56,170,76,28,27,24,7,81.4,20,92.0,94.3,98.1,16,67,157,14,35,78,110,42,49,72,16,0,0,15,15.83,9.1,2.0,0.0,47,175.0,86.5,88.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,116,67,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mostafa Ziko,Egypt,0,0,0,1,0,1,1,0,0,0,0,75.1,1,41.0,19.8,24.0,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,,9.5,32.1,100,100.0,0.0,Available,,False,,1,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Haissem Hassan,Egypt,2024,0,3,24,21,38,32,12,6,5,4,75.2,15,74.2,59.4,45.8,0,16,37,5,17,27,25,18,12,39,4,0,0,6,0.8,2.62,1.0,0.0,38,175.0,37.4,49.7,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ahmed Fatouh,Egypt,0,0,0,0,0,2,1,0,1,1,0,71.1,1,41.0,19.8,54.7,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,178.0,9.5,53.0,100,100.0,0.0,Available,,False,,38,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hamdy Fathy,Egypt,0,0,0,0,0,2,1,0,1,1,0,75.1,1,41.0,19.8,64.2,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,180.0,9.5,62.2,100,100.0,0.0,Available,,False,,62,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Karim Hafez,Egypt,0,0,0,0,0,1,1,0,1,1,0,73.3,1,57.1,23.4,32.5,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0.0,0.0,,,0,175.0,27.6,44.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,8,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
El Mahdy Soliman,Egypt,0,0,0,0,0,0,0,0,1,0,0,73.1,0,41.0,19.8,19.8,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0.0,0.0,,,0,,9.5,31.8,100,100.0,0.0,Available,,False,,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohanad Lasheen,Egypt,0,0,0,1,0,1,1,0,1,1,0,75.1,1,41.0,19.8,44.1,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,,9.5,43.2,100,100.0,0.0,Available,,False,,22,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nabil Emad,Egypt,0,0,0,1,0,1,1,0,1,1,0,75.1,1,41.0,19.8,35.7,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,,9.5,38.5,100,100.0,0.0,Available,,False,,12,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Marwan Attia,Egypt,0,0,0,1,1,2,1,0,0,0,0,71.1,1,41.0,19.8,50.5,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,184.0,9.5,50.7,100,100.0,0.0,Available,,False,,33,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ibrahim Adel,Egypt,27,0,0,1,1,2,1,0,0,0,0,71.1,1,41.0,26.6,53.1,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,0.0,0.0,1,178.0,9.5,48.1,100,100.0,0.0,Available,,False,,23,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mahmoud Saber,Egypt,0,0,0,1,0,1,1,0,1,1,0,75.1,1,41.0,19.8,39.9,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,,9.5,40.8,100,100.0,0.0,Available,,False,,15,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Omar Marmoush,Egypt,1886,10,3,57,21,85,42,15,11,10,5,82.7,9,95.4,82.0,76.7,10,40,96,5,2,27,55,23,20,37,9,0,0,10,9.8,2.62,3.0,0.0,43,183.0,96.1,82.4,100,63.2,36.8,Active: Corona virus; Foot injury,0.0,True,https://github.com/salimt/football-datasets,48,11,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mostafa Shobeir,Egypt,0,0,0,0,0,1,0,0,1,1,0,73.1,0,41.0,19.8,32.5,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0.0,0.0,,,0,185.0,9.5,38.8,100,100.0,0.0,Available,,False,,8,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tarek Alaa,Egypt,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,27.2,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,33.9,100,100.0,0.0,Available,,False,,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Zizo,Egypt,0,0,0,1,1,3,2,1,1,1,0,76.9,1,70.7,29.3,64.2,0,1,2,0,1,1,2,1,1,2,0,0,0,0,0.05,0.02,,,0,180.0,57.1,63.7,100,100.0,0.0,Available,,False,,62,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Alaa,Egypt,0,0,0,0,0,0,0,0,1,0,0,73.1,0,41.0,19.8,19.8,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0.0,0.0,,,0,184.0,9.5,31.8,100,100.0,0.0,Available,,False,,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alireza Beiranvand,Iran,0,0,0,0,0,2,0,0,1,1,1,76.2,0,63.0,24.9,65.3,0,0,0,0,0,0,1,0,2,1,1,2,0,1,0.0,0.0,,,0,194.0,35.0,65.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,85,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Saleh Hardani,Iran,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,38.8,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,38.2,100,100.0,0.0,Available,,False,,17,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ehsan Hajsafi,Iran,0,0,0,0,0,2,1,0,1,1,0,72.6,1,45.4,22.3,71.6,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,178.0,22.1,64.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,145,7,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Shojae Khalilzadeh,Iran,0,0,0,0,0,2,0,0,1,1,0,75.1,1,41.0,19.8,52.6,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,45.8,100,100.0,0.0,Available,,False,,57,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Milad Mohammadi,Iran,0,0,0,0,0,2,1,0,1,1,0,74.3,1,60.0,25.0,61.0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,178.0,35.9,61.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,75,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
